N,P,K,temperature,humidity,ph,rainfall,label,EC,min_mdpl,max_mdpl
73.0,57.0,41.0,21.44653958,84.94375962,5.824709117,272.2017204,Padi,1.8421396282871696,0,1500
92.0,35.0,40.0,22.17931888,80.33127223,6.3573893660000005,200.0882787,Padi,1.6397356658967,0,1500
85.0,37.0,39.0,24.52783742,82.73685569,6.364134967999999,224.67572310000003,Padi,1.752322266770994,0,1500
98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,270.4417274,Padi,1.7506790686602085,0,1500
88.0,54.0,44.0,25.7354293,83.88266234,6.149410611,233.1321372,Padi,1.7513899280325995,0,1500
95.0,55.0,42.0,26.79533926,82.1480873,5.950660556,193.3473987,Padi,1.7904113700204491,0,1500
99.0,57.0,35.0,26.75754171,81.17734011,5.960370061,272.29990560000005,Padi,1.7174801823025794,0,1500
95.0,39.0,36.0,23.86330467,83.15250801,5.561398642,285.2493645,Padi,1.7755127832217903,0,1500
60.0,43.0,44.0,21.01944696,82.95221726,7.416245107000001,298.40184710000005,Padi,1.726324518362135,0,1500
63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,257.0343554,Padi,1.7859870847527073,0,1500
62.0,42.0,36.0,22.78133816,82.06719137,6.430010215,248.7183228,Padi,1.7241997240081923,0,1500
64.0,45.0,43.0,25.62980105,83.52842314,5.534878156,209.9001977,Padi,1.7606666839109184,0,1500
83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,200.834898,Padi,1.6847576633251848,0,1500
82.0,40.0,40.0,23.83067496,84.81360127,6.271478837999999,298.5601175,Padi,1.7722282415494504,0,1500
85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,265.5355937,Padi,1.7271125190345884,0,1500
91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,183.6793207,Padi,1.7183596672128398,0,1500
76.0,49.0,42.0,24.958779,84.47963372,5.206373153,196.95600080000003,Padi,1.846035067526054,0,1500
74.0,39.0,38.0,23.24113501,84.59201843,7.782051312999999,233.0453455,Padi,1.7590145588400317,0,1500
79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,210.8142087,Padi,1.6308827733806173,0,1500
88.0,55.0,45.0,24.63544858,80.41363018,7.730367824,253.7202781,Padi,1.6298215906828195,0,1500
60.0,36.0,43.0,23.43121862,83.06310136,5.286203711000001,219.9048349,Padi,1.7181398181160672,0,1500
76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,Padi,1.6665046382834043,0,1500
93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,Padi,1.7264793975240098,0,1500
65.0,60.0,43.0,21.97199397,81.89918197,5.658169482000001,227.3637009,Padi,1.7673773383889788,0,1500
95.0,52.0,36.0,26.22916897,83.83625819,5.543360237999999,286.5083725,Padi,1.8009411421719008,0,1500
75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,283.9338466,Padi,1.734708858422737,0,1500
74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,217.3788583,Padi,1.681773390808486,0,1500
91.0,36.0,45.0,24.44345477,82.45432595,5.950647577000001,267.97619480000003,Padi,1.7215292709975722,0,1500
71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,191.9535738,Padi,1.670102639207311,0,1500
99.0,55.0,35.0,21.7238313,80.2389895,6.501697816,277.9626192,Padi,1.747635775768607,0,1500
72.0,40.0,38.0,20.41447029,82.20802629,7.592490617,245.1511304,Padi,1.667216672963137,0,1500
83.0,58.0,45.0,25.75528612,83.51827127,5.875345751,245.6626799,Padi,1.822237169710847,0,1500
93.0,58.0,38.0,20.61521424,83.77345559,6.932400225,279.5451717,Padi,1.781436072864525,0,1500
70.0,36.0,42.0,21.84106875,80.72886384,6.9462098810000015,202.3838319,Padi,1.6095686619285938,0,1500
76.0,47.0,42.0,20.08369642,83.29114712,5.739175027000001,263.6372176,Padi,1.7347182388020397,0,1500
99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,182.5616319,Padi,1.7583787193028129,0,1500
99.0,54.0,37.0,21.14347496,80.33502926,5.5948196260000005,198.6730942,Padi,1.774381879693354,0,1500
86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,Padi,1.7470966374041874,0,1500
69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,263.1103304,Padi,1.6915260490272528,0,1500
91.0,56.0,37.0,23.43191632,80.56887849,6.363472207999999,269.5039162,Padi,1.658495349572808,0,1500
61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,Padi,1.7697818579669944,0,1500
67.0,45.0,38.0,22.72791041,82.17068809999998,7.300410836,260.8875056,Padi,1.625690263521652,0,1500
79.0,42.0,37.0,24.87300744,82.84022551,6.587918707999999,295.6094492000001,Padi,1.7109773658126746,0,1500
78.0,43.0,42.0,21.32376327,83.00320459,7.283736617000001,192.3197536,Padi,1.6795224635167116,0,1500
75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,257.4914906,Padi,1.734901730060373,0,1500
97.0,36.0,45.0,22.2286982,81.85872947,6.939083505,278.0791793,Padi,1.7137236995345198,0,1500
67.0,47.0,44.0,26.73072391,81.78596776,7.868474653,280.4044392,Padi,1.6887214186964523,0,1500
73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,185.9461429,Padi,1.7097979562226358,0,1500
77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,194.5766559,Padi,1.7189436428433935,0,1500
81.0,41.0,38.0,22.67846116,83.72874389,7.5240800760000015,200.9133156,Padi,1.6806098899515565,0,1500
68.0,57.0,43.0,26.08867875,80.37979919,5.706943251,182.9043504,Padi,1.7323073286911266,0,1500
72.0,45.0,35.0,25.42977518,82.94682591,5.758506323,195.3574542,Padi,1.7123438378126274,0,1500
61.0,53.0,43.0,26.40323239,81.05635517,6.349606327,223.3671883,Padi,1.7230786480248277,0,1500
67.0,43.0,39.0,26.04371967,84.96907151,5.9999690260000005,186.7536773,Padi,1.7274386236196675,0,1500
67.0,58.0,39.0,25.2827223,80.54372813,5.453592032,220.1156708,Padi,1.6845359707928684,0,1500
66.0,60.0,38.0,22.08576562,83.47038318,6.372576327000001,231.7364957,Padi,1.7271167867248929,0,1500
82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,242.3170629,Padi,1.729939577942302,0,1500
84.0,50.0,44.0,25.48591986,81.40633547,5.9353444060000005,182.6549356,Padi,1.727116179005986,0,1500
81.0,53.0,42.0,23.67575393,81.03569343,5.17782304,233.7034975,Padi,1.7085816433589285,0,1500
91.0,50.0,40.0,20.82477109,84.1341879,6.462391607000001,230.22422230000004,Padi,1.7518005370476244,0,1500
93.0,53.0,38.0,26.92995077,81.91411159,7.069172227,290.67937830000005,Padi,1.672491459253088,0,1500
90.0,44.0,38.0,23.83509503,83.88387074,7.473134377,241.20135130000003,Padi,1.7751291292143938,0,1500
81.0,45.0,35.0,26.52872817,80.12267476,6.158376967000001,218.9163567,Padi,1.6356613529879305,0,1500
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,248.2256491,Padi,1.751921544448752,0,1500
60.0,51.0,36.0,22.69657794,82.81088865,6.028321557999999,256.9964761,Padi,1.7258226485917323,0,1500
88.0,46.0,42.0,22.68319059,83.46358271,6.604993475,194.2651719,Padi,1.7037694552470553,0,1500
93.0,47.0,37.0,21.53346343,82.14004101,6.500343222000001,295.9248796,Padi,1.6993629779117332,0,1500
60.0,55.0,45.0,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,Padi,1.7040667595862329,0,1500
78.0,35.0,44.0,26.54348085,84.67353597,7.072655622,183.6222657,Padi,1.688557463781098,0,1500
65.0,37.0,40.0,23.35905428,83.59512273,5.333322606,188.413665,Padi,1.718654263424472,0,1500
71.0,54.0,16.0,22.61359953,63.69070564,5.7499144210000015,87.75953857,Jagung,1.3600622846828068,0,1800
61.0,44.0,17.0,26.10018422,71.57476937,6.931756557999999,102.2662445,Jagung,1.4299759894321231,0,1800
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,Jagung,1.4745290947626983,0,1800
73.0,58.0,21.0,19.97215954,57.68272924,6.596060648,60.65171481,Jagung,1.2149416136047866,0,1800
61.0,38.0,20.0,18.47891261,62.69503871,5.970458434,65.43835393,Jagung,1.3240888501888102,0,1800
68.0,41.0,16.0,21.77689322,57.80840636,6.158830619,102.0861694,Jagung,1.2369477115787963,0,1800
93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,105.4654703,Jagung,1.4208100268994142,0,1800
89.0,60.0,19.0,25.19192419,66.69029010000001,5.913664501,78.06639649,Jagung,1.4723542493246862,0,1800
76.0,44.0,17.0,20.41683147,62.55424820000001,5.855442401,65.27798457,Jagung,1.2656754899540117,0,1800
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,Jagung,1.3726906359914852,0,1800
70.0,44.0,19.0,23.31689124,73.4541537,5.852607099,94.29712821,Jagung,1.571620768953628,0,1800
90.0,49.0,21.0,24.84016732,68.3584573,6.4725232870000005,74.05474936,Jagung,1.4545093178530624,0,1800
62.0,52.0,16.0,22.27526694,58.84015925,6.9670577620000005,63.87020584,Jagung,1.1928800522620562,0,1800
92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,94.76189431,Jagung,1.3597168008049187,0,1800
66.0,54.0,21.0,25.19008683,60.200168700000006,5.919045532,72.12375573,Jagung,1.218303170111233,0,1800
63.0,58.0,22.0,18.25405352,55.28220433,6.204747652999999,63.72358154,Jagung,1.1520565710739925,0,1800
70.0,47.0,17.0,24.612911800000006,70.4162444,6.600827017,104.1626147,Jagung,1.4649101700800515,0,1800
61.0,41.0,17.0,25.1420613,65.26185135,6.021902237000001,76.68456006,Jagung,1.3513263820492698,0,1800
66.0,53.0,19.0,23.09348056,60.11593810000001,6.033550195,65.49730729,Jagung,1.2223476578764148,0,1800
74.0,55.0,19.0,18.05033737,62.89366992,6.28886807,84.23613484,Jagung,1.3289307125818288,0,1800
77.0,57.0,21.0,24.9321581,73.80435276,6.550563822999999,79.74078719,Jagung,1.5470573113440371,0,1800
99.0,50.0,15.0,18.14710054,71.09445342,5.573286437,88.07753741,Jagung,1.488792340920051,0,1800
74.0,56.0,22.0,18.28362235,66.65952796,6.829199275,80.97573281,Jagung,1.4004212690579474,0,1800
83.0,45.0,21.0,18.83344471,58.75082029,5.716222912,79.75328959999999,Jagung,1.2692972918941845,0,1800
100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,74.51490791,Jagung,1.4405365276010336,0,1800
79.0,51.0,16.0,25.33797709,68.49835977,6.586244581,96.46380213,Jagung,1.4143220685699924,0,1800
94.0,39.0,18.0,23.89114571,57.48775781,5.893093135,102.8301942,Jagung,1.1918138412677624,0,1800
75.0,49.0,15.0,21.53574127,71.50905983,5.918263801,102.4852929,Jagung,1.4502733317960237,0,1800
78.0,48.0,22.0,23.08974909,63.10459626,5.588650585,70.43473609,Jagung,1.3588263607260842,0,1800
87.0,54.0,20.0,25.61707368,63.4711755,6.576418207000001,108.8303762,Jagung,1.3449362563133307,0,1800
87.0,35.0,25.0,21.44526922,63.1621551,6.178056304,65.88951188,Jagung,1.29028268380076,0,1800
63.0,43.0,19.0,18.51816776,55.53128131,6.641906353,90.988051,Jagung,1.115985526812599,0,1800
84.0,57.0,25.0,22.53510514,67.99257471,6.489040367,64.40866039,Jagung,1.3870948914590084,0,1800
64.0,35.0,23.0,23.02038334,61.89472002,5.680361037999999,63.03843397,Jagung,1.2487151382004922,0,1800
60.0,46.0,22.0,24.89364635,65.61418761,6.625404347999999,87.9298085,Jagung,1.3575465636103927,0,1800
98.0,44.0,21.0,25.77175115,74.089114,6.524478032,107.4931917,Jagung,1.522138049448433,0,1800
75.0,56.0,18.0,19.39851734,62.35750641,5.696205468,60.95197486,Jagung,1.343250761619792,0,1800
86.0,55.0,21.0,21.54156232,59.64024162,6.803931519,109.7515385,Jagung,1.2274725724585926,0,1800
98.0,35.0,18.0,23.79746068,74.82913698,6.252797547999999,91.76337172,Jagung,1.6090741754969828,0,1800
76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,94.26249353,Jagung,1.581076873994123,0,1800
99.0,56.0,17.0,24.10859207,73.13112261,6.234330356,71.07562236,Jagung,1.5599883117327848,0,1800
60.0,44.0,23.0,24.7947077,70.04556743,5.722579819,76.72860067,Jagung,1.4524363359673351,0,1800
74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,69.21803098,Jagung,1.266299583434896,0,1800
89.0,60.0,17.0,25.37548751,57.21025565,5.983952675,101.7004306,Jagung,1.2236846276797078,0,1800
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,Jagung,1.5089733845350255,0,1800
96.0,46.0,22.0,20.58314011,69.00128641,6.499936446,66.29390357,Jagung,1.443502524673396,0,1800
61.0,60.0,15.0,24.87502824,68.74248334,6.265564338,91.26056654,Jagung,1.467476338913785,0,1800
74.0,58.0,18.0,20.03728219,56.35606753,6.727303282,109.024141,Jagung,1.1885736484984173,0,1800
74.0,43.0,23.0,25.95263264,61.89082199,6.325235159,99.57981207,Jagung,1.238187373998108,0,1800
63.0,43.0,17.0,19.28889933,65.47050802,6.807487794,71.3195307,Jagung,1.3087020706646355,0,1800
99.0,36.0,20.0,20.57981887,65.34583901,6.671085817000001,78.34604471,Jagung,1.342552693034712,0,1800
77.0,36.0,23.0,24.71417533,56.73426469,6.648725327,88.45361858,Jagung,1.1978815121407866,0,1800
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,62.50351892,Jagung,1.3091949730200625,0,1800
60.0,38.0,17.0,18.41932981,64.23580251,6.474476516,76.41312437,Jagung,1.3523433869991226,0,1800
94.0,54.0,17.0,23.39128187,61.74427165,5.871647806,107.3198135,Jagung,1.3656054001897735,0,1800
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,Jagung,1.3578979165590193,0,1800
84.0,44.0,21.0,21.869274,61.91044947,5.850439831,107.2681929,Jagung,1.3037692450741112,0,1800
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,101.5952794,Jagung,1.2436810860741023,0,1800
66.0,44.0,20.0,19.0781471,69.02298571,6.740000687999999,80.72515943,Jagung,1.38596091090143,0,1800
63.0,35.0,16.0,22.02720976,65.35549924,6.272417541,83.73280082,Jagung,1.3134591460503424,0,1800
79.0,45.0,20.0,23.80546189,59.24537979,5.715208817000001,89.96220140000001,Jagung,1.2645959161673477,0,1800
72.0,60.0,25.0,18.52510753,69.0276233,5.773454729,88.10234397,Jagung,1.4861448649756983,0,1800
67.0,51.0,24.0,23.50297882,61.32026065,5.584171461,64.77791424,Jagung,1.2992849735133112,0,1800
86.0,36.0,24.0,26.54986394,72.89187265,5.787268394,73.33636055,Jagung,1.5007622729280827,0,1800
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,Jagung,1.4708262445522584,0,1800
75.0,53.0,18.0,20.68899915,59.4375337,6.864793607,103.651438,Jagung,1.2373763703159766,0,1800
81.0,45.0,23.0,19.32666088,68.03449300000001,6.192360002999999,84.22969177,Jagung,1.4241467997512869,0,1800
73.0,45.0,21.0,24.60532218,73.58868502,6.636803222999999,96.59195302,Jagung,1.4823854154738565,0,1800
71.0,35.0,24.0,22.27373646,59.52193158,5.826426917,67.96704792,Jagung,1.2074150837289817,0,1800
96.0,54.0,22.0,25.70196694,61.33450447,6.960358276,83.20711308,Jagung,1.3205938928349132,0,1800
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,Jagung,1.442265954804904,0,1800
62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,95.71388473,Jagung,1.214329508041804,0,1800
86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,67.61013737,Jagung,1.290213750422836,0,1800
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,Jagung,1.5733630834444827,0,1800
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,Jagung,1.1903258052981458,0,1800
77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,75.82270467,Jagung,1.4355911376278576,0,1800
74.0,39.0,23.0,22.6265115,65.77472881,6.78073637,88.17251033,Jagung,1.309722786157834,0,1800
81.0,49.0,20.0,18.04185513,60.61494304,5.513697923,104.2321615,Jagung,1.3377590532603163,0,1800
63.0,42.0,21.0,23.26237612,72.33125523,5.798423907999999,67.10225139,Jagung,1.4613533137149128,0,1800
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,Jagung,1.473441133467713,0,1800
90.0,52.0,25.0,25.97482359,69.36385721,6.822586546,103.2234212,Jagung,1.4640922007484778,0,1800
68.0,40.0,19.0,26.14384005,66.20569924,6.655426355,107.2361366,Jagung,1.362885473809331,0,1800
60.0,57.0,24.0,18.66116213,61.55327249,6.1212940410000005,75.03247667,Jagung,1.2593826051508494,0,1800
71.0,52.0,18.0,25.10787449,55.97732754,5.790770202999999,78.16077693,Jagung,1.171605589414058,0,1800
61.0,59.0,17.0,23.33844615,59.24580604,6.47444292,105.0083144,Jagung,1.257264638412853,0,1800
88.0,38.0,15.0,25.08239719,65.92195844,6.455116637000001,62.49190812,Jagung,1.35511321303771,0,1800
65.0,60.0,22.0,25.36768364,72.52054555,6.6069840860000015,107.9124111,Jagung,1.479703233372936,0,1800
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,74.52082026,Jagung,1.331090074844121,0,1800
78.0,58.0,15.0,25.00933355,67.816568,6.5286312660000005,62.91359494,Jagung,1.3823503619164064,0,1800
92.0,60.0,23.0,18.66746724,71.516474,5.721667141,69.93293255,Jagung,1.5053182335263646,0,1800
79.0,59.0,17.0,20.37999665,63.73849998,6.644205485,108.5054416,Jagung,1.3702948291871666,0,1800
91.0,55.0,15.0,18.09300227,72.61024172,6.376651091,78.96159541,Jagung,1.5549628113747929,0,1800
76.0,51.0,18.0,26.16985907,71.96246617,6.247040422,79.84925393,Jagung,1.5348076829695303,0,1800
87.0,48.0,25.0,18.65396672,61.37879671,6.656730007999999,93.62039175,Jagung,1.300084465801019,0,1800
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,85.75692395,Jagung,1.2185921111313047,0,1800
90.0,57.0,24.0,18.92851916,72.80086137,6.158860284,82.34162918,Jagung,1.5675925446183772,0,1800
67.0,35.0,22.0,23.30546753,63.24648023,6.385684213999999,108.7603001,Jagung,1.339916513122713,0,1800
60.0,54.0,19.0,18.74826712,62.49878458,6.417820493,70.23401597,Jagung,1.255913882035593,0,1800
83.0,58.0,23.0,19.74213321,59.66263104,6.381201909,65.50861389,Jagung,1.2582627790243723,0,1800
83.0,57.0,19.0,25.73044432,70.74739256,6.877869005,98.73771338,Jagung,1.44525012990267,0,1800
13.0,60.0,25.0,17.13692774,20.59541693,5.68597166,128.256862,Kacang Merah,0.4150577886616295,600,2000
25.0,70.0,16.0,19.63474332,18.90705639,5.759237003,106.3598183,Kacang Merah,0.4109900607694289,600,2000
31.0,55.0,22.0,22.91350245,21.33953114,5.873171894,109.225556,Kacang Merah,0.4510104788400413,600,2000
40.0,64.0,16.0,16.43340342,24.24045875,5.926676985,140.3717815,Kacang Merah,0.565527265079508,600,2000
2.0,61.0,20.0,22.13974653,23.02251117,5.95561668,76.64128258,Kacang Merah,0.4905274048199868,600,2000
26.0,65.0,22.0,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,Kacang Merah,0.4554050489409013,600,2000
17.0,57.0,21.0,19.88394011,20.31564139,5.789214288999999,60.91974792,Kacang Merah,0.4069215129167809,600,2000
26.0,80.0,18.0,19.32509638,23.3334788,5.581021521,104.7783947,Kacang Merah,0.5201423156160596,600,2000
17.0,59.0,17.0,18.416700100000003,23.42829938,5.689858133,132.9801054,Kacang Merah,0.5131371198884019,600,2000
27.0,59.0,22.0,21.81167649,23.20591245,5.794158503999999,130.0608093,Kacang Merah,0.511337813795391,600,2000
28.0,58.0,24.0,19.72702528,18.28173015,5.748190462999999,143.7630894,Kacang Merah,0.4062925055267218,600,2000
25.0,57.0,19.0,17.15432954,19.87070659,5.566522896,87.99669731,Kacang Merah,0.4451432644290552,600,2000
28.0,80.0,17.0,19.62207826,18.67170854,5.809419584,144.1567454,Kacang Merah,0.3903425340109309,600,2000
25.0,60.0,22.0,21.63149148,21.17919701,5.887263027,134.3649948,Kacang Merah,0.4331164819123889,600,2000
12.0,78.0,23.0,16.06522754,18.72479695,5.99812453,88.06638775,Kacang Merah,0.3883071413047505,600,2000
6.0,77.0,25.0,20.61162204,24.36314135,5.792744849,69.63833855,Kacang Merah,0.5266170620461216,600,2000
22.0,79.0,17.0,21.42451099,20.39659714,5.912289889,116.5206923,Kacang Merah,0.458128595780129,600,2000
27.0,80.0,15.0,19.07096165,21.21092266,5.7883869510000014,86.21917578,Kacang Merah,0.4610626629082779,600,2000
10.0,55.0,23.0,21.18853178,19.63438599,5.728233081,137.1948633,Kacang Merah,0.4108238006513151,600,2000
23.0,65.0,20.0,23.0429097,22.42610972,5.833940084,108.3684316,Kacang Merah,0.5041458767953899,600,2000
19.0,78.0,16.0,20.65375833,23.10538637,5.967533236,67.71768947,Kacang Merah,0.5317804331358513,600,2000
19.0,65.0,25.0,18.09551014,18.29318436,5.6250964460000015,144.7902323,Kacang Merah,0.4401214679091345,600,2000
22.0,70.0,19.0,18.23775702,21.07643273,5.515615023,69.44951585,Kacang Merah,0.5014771492815966,600,2000
37.0,64.0,22.0,17.48189735,18.8251973,5.954665349,121.9401369,Kacang Merah,0.3719959606997121,600,2000
11.0,71.0,17.0,19.9191786,21.47324158,5.74644777,82.68554379,Kacang Merah,0.4551146891760808,600,2000
18.0,79.0,20.0,20.27514686,23.2353604,5.877347515,139.7521543,Kacang Merah,0.5353184353890528,600,2000
21.0,63.0,17.0,15.77370214,19.2303162,5.979973965,108.3441414,Kacang Merah,0.380794240865514,600,2000
24.0,80.0,22.0,16.71170642,19.17651433,5.635993966,96.77285817,Kacang Merah,0.4477229715288335,600,2000
34.0,60.0,22.0,17.66148158,18.15302753,5.635231778,100.6711761,Kacang Merah,0.4220181508772153,600,2000
16.0,75.0,21.0,18.50692825,23.61670065,5.679224346,87.05132890000002,Kacang Merah,0.5393288731814163,600,2000
17.0,77.0,23.0,24.51324787,20.81527638,5.670062975,64.19497947,Kacang Merah,0.5063745971896314,600,2000
37.0,72.0,18.0,18.87614998,24.54038287,5.724242065,105.4120514,Kacang Merah,0.5939832371952762,600,2000
40.0,73.0,20.0,21.59343016,20.31871249,5.811314232000001,61.13872036,Kacang Merah,0.4321410581588446,600,2000
9.0,77.0,17.0,20.12373284,24.45202552,5.783425416,106.158201,Kacang Merah,0.4821844002667767,600,2000
1.0,62.0,23.0,15.43546065,18.37477907,5.607808432000001,139.0302034,Kacang Merah,0.3938800808632354,600,2000
33.0,59.0,22.0,22.64236876,21.59396123,5.946999529,122.3886015,Kacang Merah,0.4845959465675193,600,2000
23.0,59.0,19.0,21.98560799,24.87304788,5.852046999,129.5650601,Kacang Merah,0.5043158429201375,600,2000
6.0,62.0,22.0,20.53052663,18.09224048,5.824090984,120.4509288,Kacang Merah,0.409873802645869,600,2000
25.0,63.0,20.0,15.78601387,21.14544088,5.502999119,95.17028129,Kacang Merah,0.4676917009510459,600,2000
7.0,79.0,23.0,19.6365349,19.68751084,5.821649914,96.65888933,Kacang Merah,0.4025725045656867,600,2000
8.0,72.0,17.0,20.57341244,19.7520218,5.711439256,87.87869161,Kacang Merah,0.4198888385355834,600,2000
27.0,64.0,15.0,20.16080524,24.84207559,5.514927264,138.2362122,Kacang Merah,0.4956830433652882,600,2000
28.0,66.0,23.0,21.53989176,24.25386207,5.99616119,120.6913038,Kacang Merah,0.4743813345512135,600,2000
32.0,57.0,18.0,15.53834801,23.75560241,5.695422862999999,107.3850593,Kacang Merah,0.5332259011360315,600,2000
27.0,56.0,22.0,19.91853092,20.70099804,5.833010957999999,108.6434544,Kacang Merah,0.4364184000502484,600,2000
17.0,77.0,24.0,20.76952209,18.93146941,5.568456899,109.0193712,Kacang Merah,0.4018175287670957,600,2000
0.0,65.0,15.0,23.46168338,23.22197648,5.645435626,95.84253438,Kacang Merah,0.4821946827175584,600,2000
13.0,72.0,21.0,24.32116642,21.0278674,5.821194486,60.27552528,Kacang Merah,0.4662983246288446,600,2000
34.0,60.0,23.0,20.12574053,24.96969858,5.659254981,100.0497183,Kacang Merah,0.5694392056480241,600,2000
